,left,right,strand,locus_tag,KO,category,subcategory,subsubcategory,product_name,name,fpkm,primary_tu
0,1.0,1332.0,1,peg.1,K02313,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"dnaA, chromosomal replication initiator protein",dnaA,192.79307673126848,
1,1560.0,2681.0,1,peg.2,K02338,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"dnaN, DNA polymerase III subunit beta [EC:2.7.7.7]",dnaN,642.95237332695,TU_002
2,2708.0,3682.0,-1,peg.3,K03569,Cellular Processes,Cytoskeleton,Cytoskeleton proteins,"mreB, rod shape-determining protein MreB and related proteins",mreB,2046.205311375282,TU_004
3,3751.0,4278.0,1,peg.4,K05985,Genetic Information Processing,"Folding, Sorting and Degradation",Nucleases,"rnmV, ribonuclease M5 [EC:3.1.26.8]",rnmV,8.156474955475586,TU_005
4,4280.0,5083.0,1,peg.5,K02528,Genetic Information Processing,Translation,Ribosome biogenesis,"ksgA, 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]",ksgA,215.8625830703543,TU_005
5,5302.0,7209.0,1,peg.6,K02470,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"gyrB, DNA gyrase subunit B [EC:5.6.2.2]",gyrB,2103.1079878455507,TU_006
6,7236.0,9713.0,1,peg.7,K02469,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"gyrA, DNA gyrase subunit A [EC:5.6.2.2]",gyrA,2394.372847608302,TU_006
7,9837.0,12362.0,1,peg.8,K02755; K02756; K02757,Metabolism,Membrane Transport,PTS system,"PTS-Bgl-EIIA, PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]; PTS-Bgl-EIIB, PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]; PTS-Bgl-EIIC, PTS system, beta-glucoside-specific IIC component",PTS-Bgl-EIIA,475.90083176929073,TU_007
8,12376.0,13839.0,1,peg.9,K01223,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"bglA, 6-phospho-beta-glucosidase [EC:3.2.1.86]",bglA,258.0638446826093,TU_007
9,13898.0,14632.0,1,peg.10,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,925.9526379944033,TU_008
10,14854.0,16248.0,1,peg.11,K01223,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"bglA, 6-phospho-beta-glucosidase [EC:3.2.1.86]",bglA,616.5115011559269,TU_009
11,16264.0,17718.0,1,peg.12,K01223,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"bglA, 6-phospho-beta-glucosidase [EC:3.2.1.86]",bglA,452.4841590867077,TU_009
12,17728.0,18645.0,1,peg.13,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,225.4169816573545,TU_009
13,18681.0,20039.0,-1,peg.14,K03650,Genetic Information Processing,Translation,tRNA loading and maturation,"mnmE, tRNA modification GTPase [EC:3.6.-.-]",mnmE,277.8815609286557,TU_010
14,20111.0,21676.0,-1,peg.15,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,219.75077693760144,TU_011
15,21759.0,23372.0,-1,peg.16,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,48.804638202989764,TU_012
16,23458.0,24726.0,-1,peg.17,K01875,Genetic Information Processing,Translation,tRNA loading and maturation,"SARS, seryl-tRNA synthetase [EC:6.1.1.11]",SARS,1229.4065593123958,TU_013
17,24875.0,25738.0,1,peg.18,K04083,Genetic Information Processing,"Folding, Sorting and Degradation",Chaperones and folding catalysts,"hslO, molecular chaperone Hsp33",hslO,180.27037156563458,TU_015
18,25861.0,27675.0,1,peg.19,K02003,Metabolism,Membrane Transport,Transport,"ABC.CD.A, putative ABC transport system ATP-binding protein",ABC.CD.A,2563.886883926788,TU_016
19,27767.0,29887.0,1,peg.20,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,753.5617075295319,TU_017
20,30126.0,30965.0,1,peg.21,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,3248.7442238115623,TU_018
21,31149.0,31826.0,1,peg.22,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,680.8950997817938,TU_022
22,32116.0,34194.0,1,peg.23,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,3519.2949302086963,TU_023
23,34226.0,36583.0,1,peg.24,K10112,Metabolism,Membrane Transport,Transport,"msmX, multiple sugar transport system ATP-binding protein",msmX,2873.2032490995994,TU_023
24,36576.0,37565.0,1,peg.25,K02025,Metabolism,Membrane Transport,Transport,"ABC.MS.P, multiple sugar transport system permease protein",ABC.MS.P,5504.94252681681,TU_023
25,37574.0,38899.0,1,peg.26,K02026,Metabolism,Membrane Transport,Transport,"ABC.MS.P1, multiple sugar transport system permease protein",ABC.MS.P1,1273.6594051596999,TU_023
26,38899.0,40035.0,1,peg.27,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,4917.886216307736,TU_023
27,40145.0,40462.0,1,peg.28,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,1118.9684202442547,TU_025
28,40465.0,41442.0,1,peg.29,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,723.8784513005876,TU_025
29,41444.0,42943.0,1,peg.30,K04567,Genetic Information Processing,Translation,tRNA loading and maturation,"KARS, lysyl-tRNA synthetase, class II [EC:6.1.1.6]",KARS,1465.640546027229,TU_025
30,42979.0,43698.0,-1,peg.31,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,579.2991379612906,TU_026
31,43810.0,44535.0,1,peg.32,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,57.421607601246954,TU_027
32,44649.0,47225.0,1,peg.33,K02809; K02810,Metabolism,Membrane Transport,PTS system,"PTS-Scr-EIIB, PTS system, sucrose-specific IIB component [EC:2.7.1.211]; PTS-Scr-EIIC, PTS system, sucrose-specific IIC component",PTS-Scr-EIIB,40.95478940076871,
33,47227.0,48678.0,1,peg.34,K01223,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"bglA, 6-phospho-beta-glucosidase [EC:3.2.1.86]",bglA,16.43433950410598,TU_028
34,48712.0,49365.0,-1,peg.35,K16789,Metabolism,Membrane Transport,Transport,"thiT, thiamine transporter",thiT,67.12883231393003,TU_029
35,49572.0,51101.0,1,peg.36,K01874,Genetic Information Processing,Translation,tRNA loading and maturation,"MARS, methionyl-tRNA synthetase [EC:6.1.1.10]",MARS,367.34423831194107,TU_030
36,51298.0,52656.0,1,peg.37,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,4714.167410064465,TU_031
37,52658.0,53662.0,1,peg.38,K03800,Metabolism,Biosynthesis,Cofactor biosynthesis,"lplA, lipoate---protein ligase [EC:6.3.1.20]",lplA,1744.9901432372444,TU_031
