,b1849,b2499,b0523,b2557,b0522,b4006,b4005,b2313,b2312,b2500
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,10.0,0.4941515199978098,0.4186551600333798,0.66717412284483,0.49006582467611565,0.7044316636915473,0.7829598799738572,0.6361729910799856,0.6662584826508053,0.549160485277521
KeqOpening,0.23067252014064094,4.512949613341635,3.8208303864697655,6.102751086016607,4.475469255515975,6.445746441825502,7.1694480475624855,5.817530607797708,6.094324582950722,5.0178496869384865
KdRNAPCrp,0.0005921454788446426,0.00033984374999999987,0.0003056249999999999,9.426046371459965e-06,0.00047651953124999995,0.0006515949078798303,1.0101010101010101e-05,0.0003820312499999999,0.000634364469051361,0.0003909375
