,b1287,b1729,b2414,b2423,b2751,b2752,b2764
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.7588907514924776,1.550891750857317,3.62693910987724,1.3842530237006516,2.545563444582968,2.2792017424398576,1.732455918077875
KeqOpening,6.947520904671444,14.301753995481906,34.09844723759525,12.745506656238389,23.69134263201356,21.15993371457278,16.002839122061918
KdRNAPCrp,0.0005490957058668138,1.0101010101010101e-05,1.0101010101010101e-05,1.0101010101010101e-05,1.0101010101010101e-05,1.0101010101010101e-05,1.0101010101010101e-05
