,b1817,b1818,b1819,b1101,b1820
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,3.162277660168379e-06,0.001
kEscape,0.47642593878581097,10.0,10.0,10.0,0.0017156834930614217
KeqOpening,4.35036322076393,0.17547485486088377,0.17580570806565554,0.002933358744178577,100.0
KdRNAPCrp,7.585937500000003e-05,4.992187500000008e-05,3.8750000000000095e-05,2.1617132442557317e-07,2.89980468750001e-05
