,b0895,b0896,b0903,b1588,b1589,b1590,b2729,b2730,b4122
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.1,0.44523737270697317,0.1,0.1,0.1,0.1,0.1,0.1
KeqOpening,0.32632393471623417,0.26772915440806105,4.064416350017705,0.18245517466712577,0.1889976291369249,0.8718751931665446,0.2948805964419136,0.30826459680628476,0.21590023706022593
KdRNAPCrp,3.112792968750805e-06,5.207519531250798e-06,1.0004882812500787e-05,6.130371093750796e-06,1.0092773437500783e-05,4.998046875000069e-05,5.764160156250797e-06,9.814453125000784e-06,3.5693359375001443e-06
