,b2818,b3959,b3958,b3359,b3957,b0273,b3172,b3960,b4254
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,10.0,0.6675085388882999,0.6847577817987816,0.710231107110854,10.0,10.0,10.0,10.0,10.0
KeqOpening,0.5663795101960536,6.105828703211364,6.264598292563641,6.499157511833627,0.2663308146346039,0.4670638416711112,1.4970176175132999,0.4686992295746679,0.2877445740093577
KdRNAPCrp,9.731307220458988e-06,9.083659744262701e-06,8.386032485961916e-06,0.0005299648904800419,0.0005928668403625487,1.0101010101010101e-05,8.857788848876957e-06,0.0006112550572156902,0.0006736922550201411
