,b0522,b0523,b1131,b2312,b2499,b2500,b2551,b2557,b4005,b4006
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.627281334160873,0.725994825198521,0.8360596204822315,0.7966421556865518,0.8437136220066884,0.7375996071633802,1.5128549080738647,0.6850253752003673,0.7087762945549948,0.789345173338347
KeqOpening,5.7357542878943075,6.644365074336215,7.659395013540938,7.295647760227756,7.7300571310540915,6.7512893290416995,13.94610533042311,6.267061733798062,6.485758608569573,7.228339449293701
KdRNAPCrp,0.0006090550775527958,9.28247451782227e-06,0.0006649058818817145,9.51427459716797e-06,1.0101010101010101e-05,0.0006651854753494268,0.0003895312499999999,9.941053390502931e-06,0.0004090652275085452,8.658536911010747e-06
