# # Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Tierrafría, V. H. et al. (2022). RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,
#      Microb Genom. 2022 May;8(5). doi: 10.1099/mgen.0.000833. PMID: 35584008. https://doi.org/10.1099/mgen.0.000833
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
 # RegulonDB: 11.1 Date: 12/12/2022
# Created: 12/12/2022 11:48:35
# Table: GENE_BNUMBER_TMP
# Columns:
# 1) GENE_ID
# 2) ECOCYC_ID
# 3) GENE_NAME
# 4) BNUMBER
ECK120000001	|EG10001|	alr	b4053
ECK120000002	|EG10002|	modB	b0764
ECK120000003	|EG10003|	cysZ	b2413
ECK120000004	|EG10004|	dfp	b3639
ECK120000005	|EG10006|	dcuB	b4123
ECK120000006	|EG10007|	hisM	b2307
ECK120000007	|EG10008|	zraS	b4003
ECK120000008	|EG10010|	rhsE	b1456
ECK120000009	|EG10011|	yaaA	b0006
ECK120000010	|EG10012|	cydC	b0886
ECK120000011	|EG10013|	mepM	b1856
ECK120000012	|EG10014|	acrD	b2470
ECK120000013	|EG10015|	rodZ	b2516
ECK120000014	|EG10016|	garL	b3126
ECK120000015	|EG10017|	ispB	b3187
ECK120000016	|EG10018|	csrD	b3252
ECK120000017	|EG10020|	cpxR	b3912
ECK120000018	|EG10021|	yjiA	b4352
ECK120000019	|EG10022|	aceA	b4015
ECK120000020	|EG10023|	aceB	b4014
ECK120000021	|EG10024|	aceE	b0114
ECK120000022	|EG10025|	aceF	b0115
ECK120000023	|EG10026|	aceK	b4016
ECK120000024	|EG10027|	ackA	b2296
ECK120000025	|EG10028|	pflA	b0902
ECK120000026	|EG10029|	ada	b2213
ECK120000027	|EG10030|	add	b1623
ECK120000028	|EG10031|	adhE	b1241
ECK120000029	|EG10032|	adk	b0474
ECK120000030	|EG10033|	agp	b1002
ECK120000031	|EG10034|	alaS	b2697
ECK120000032	|EG10035|	aldA	b1415
ECK120000033	|EG10036|	puuC	b1300
ECK120000034	|EG10037|	alkB	b2212
ECK120000035	|EG10039|	amn	b1982
ECK120000036	|EG10040|	ampC	b4150
ECK120000037	|EG10041|	ampD	b0110
ECK120000038	|EG10042|	ampE	b0111
ECK120000039	|EG10043|	cysQ	b4214
ECK120000040	|EG10044|	osmE	b1739
ECK120000041	|EG10045|	ansA	b1767
ECK120000042	|EG10046|	ansB	b2957
ECK120000043	|EG10047|	apaG	b0050
ECK120000044	|EG10048|	apaH	b0049
ECK120000045	|EG10049|	appA	b0980
ECK120000046	|EG10050|	appY	b0564
ECK120000047	|EG10051|	apt	b0469
ECK120000048	|EG10052|	araA	b0062
ECK120000049	|EG10053|	araB	b0063
ECK120000050	|EG10054|	araC	b0064
ECK120000051	|EG10055|	araD	b0061
ECK120000052	|EG10056|	araE	b2841
ECK120000053	|EG10057|	araF	b1901
ECK120000054	|EG10058|	araG	b1900
ECK120000055	|EG10059|	araH	b4460
ECK120000056	|EG10060|	araJ	b0396
ECK120000057	|EG10061|	arcA	b4401
ECK120000058	|EG10062|	arcB	b3210
ECK120000059	|EG10063|	argA	b2818
ECK120000060	|EG10064|	argB	b3959
ECK120000061	|EG10065|	argC	b3958
ECK120000062	|EG10066|	argD	b3359
ECK120000063	|EG10067|	argF	b0273
ECK120000064	|EG10068|	argG	b3172
ECK120000065	|EG10069|	argI	b4254
ECK120000066	|EG10070|	argR	b3237
ECK120000067	|EG10071|	argS	b1876
ECK120000068	|EG10072|	argT	b2310
ECK120000069	|EG10073|	aroA	b0908
ECK120000070	|EG10074|	aroB	b3389
ECK120000071	|EG10075|	aroC	b2329
ECK120000072	|EG10076|	aroD	b1693
ECK120000073	|EG10077|	aroE	b3281
ECK120000074	|EG10078|	aroF	b2601
ECK120000075	|EG10079|	aroG	b0754
ECK120000076	|EG10080|	aroH	b1704
ECK120000077	|EG10081|	aroK	b3390
ECK120000078	|EG10082|	aroL	b0388
ECK120000079	|EG10083|	aroM	b0390
ECK120000080	|EG10084|	aroP	b0112
ECK120000081	|EG10085|	ascB	b2716
ECK120000082	|EG10086|	ascF	b2715
ECK120000083	|EG10087|	ascG	b2714
ECK120000084	|EG10088|	asd	b3433
ECK120000085	|EG10089|	aslA	b3801
ECK120000086	|EG10090|	aslB	b3800
ECK120000087	|EG10091|	asnA	b3744
ECK120000088	|EG10092|	asnB	b0674
ECK120000089	|EG10093|	asnC	b3743
ECK120000090	|EG10094|	asnS	b0930
ECK120000091	|EG10095|	aspA	b4139
ECK120000092	|EG10096|	aspC	b0928
ECK120000093	|EG10097|	aspS	b1866
ECK120000094	|EG10098|	atpA	b3734
ECK120000095	|EG10099|	atpB	b3738
ECK120000096	|EG10100|	atpC	b3731
ECK120000097	|EG10101|	atpD	b3732
ECK120000098	|EG10102|	atpE	b3737
ECK120000099	|EG10103|	atpF	b3736
ECK120000100	|EG10104|	atpG	b3733
ECK120000101	|EG10105|	atpH	b3735
ECK120000102	|EG10106|	atpI	b3739
ECK120000103	|EG10107|	avtA	b3572
ECK120000104	|EG10108|	bcp	b2480
ECK120000105	|EG10109|	betA	b0311
ECK120000106	|EG10110|	betB	b0312
ECK120000107	|EG10111|	betI	b0313
ECK120000108	|EG10112|	betT	b0314
ECK120000109	|EG10113|	bfr	b3336
ECK120000110	|EG10114|	bglB	b3721
ECK120000111	|EG10115|	bglF	b3722
ECK120000112	|EG10116|	bglG	b3723
ECK120000113	|EG10117|	bioA	b0774
ECK120000114	|EG10118|	bioB	b0775
ECK120000115	|EG10119|	bioC	b0777
ECK120000116	|EG10120|	bioD	b0778
ECK120000117	|EG10121|	bioF	b0776
ECK120000118	|EG10122|	bioH	b3412
ECK120000119	|EG10123|	birA	b3973
ECK120000120	|EG10124|	bisC	b3551
ECK120000121	|EG10125|	bolA	b0435
ECK120000122	|EG10126|	btuB	b3966
ECK120000123	|EG10127|	btuC	b1711
ECK120000124	|EG10128|	btuD	b1709
ECK120000125	|EG10129|	btuE	b1710
ECK120000126	|EG10130|	btuR	b1270
ECK120000127	|EG10131|	cadA	b4131
ECK120000128	|EG10132|	cadB	b4132
ECK120000129	|EG10133|	cadC	b4133
ECK120000130	|EG10134|	carA	b0032
ECK120000131	|EG10135|	carB	b0033
ECK120000132	|EG10136|	cca	b3056
ECK120000133	|EG10137|	cdd	b2143
ECK120000134	|EG10138|	cdh	b3918
ECK120000135	|EG10139|	cdsA	b0175
ECK120000136	|EG10140|	chbB	b1738
ECK120000137	|EG10141|	chbC	b1737
ECK120000138	|EG10142|	chbA	b1736
ECK120000139	|EG10143|	chbR	b1735
ECK120000140	|EG10144|	chbF	b1734
ECK120000141	|EG10145|	creD	b4400
ECK120000142	|EG10146|	cheA	b1888
ECK120000143	|EG10147|	cheB	b1883
ECK120000144	|EG10148|	cheR	b1884
ECK120000145	|EG10149|	cheW	b1887
ECK120000146	|EG10150|	cheY	b1882
ECK120000147	|EG10151|	cheZ	b1881
ECK120000148	|EG10152|	modC	b0765
ECK120000149	|EG10153|	moeA	b0827
ECK120000150	|EG10154|	moeB	b0826
ECK120000151	|EG10155|	cirA	b2155
ECK120000152	|EG10156|	clpA	b0882
ECK120000153	|EG10157|	clpB	b2592
ECK120000154	|EG10158|	clpP	b0437
ECK120000155	|EG10159|	clpX	b0438
ECK120000156	|EG10160|	cpdB	b4213
ECK120000157	|EG10161|	cpsB	b2049
ECK120000158	|EG10162|	cpsG	b2048
ECK120000159	|EG10163|	cpxA	b3911
ECK120000160	|EG10164|	crp	b3357
ECK120000161	|EG10165|	crr	b2417
ECK120000162	|EG10166|	cspA	b3556
ECK120000163	|EG10167|	cstA	b0598
ECK120000164	|EG10168|	lnt	b0657
ECK120000165	|EG10169|	cvpA	b2313
ECK120000166	|EG10170|	cyaA	b3806
ECK120000167	|EG10172|	cybB	b1418
ECK120000168	|EG10173|	cydA	b0733
ECK120000169	|EG10174|	cydB	b0734
ECK120000170	|EG10175|	cynS	b0340
ECK120000171	|EG10176|	cynT	b0339
ECK120000172	|EG10177|	cynX	b0341
ECK120000173	|EG10178|	cyoA	b0432
ECK120000174	|EG10179|	cyoB	b0431
ECK120000175	|EG10180|	cyoC	b0430
ECK120000176	|EG10181|	cyoD	b0429
ECK120000177	|EG10182|	cyoE	b0428
ECK120000178	|EG10183|	cysA	b2422
ECK120000179	|EG10184|	cysB	b1275
ECK120000180	|EG10185|	cysC	b2750
ECK120000181	|EG10186|	cysD	b2752
ECK120000182	|EG10187|	cysE	b3607
ECK120000183	|EG10188|	cysG	b3368
ECK120000184	|EG10189|	cysH	b2762
ECK120000185	|EG10190|	cysI	b2763
ECK120000186	|EG10191|	cysJ	b2764
ECK120000187	|EG10192|	cysK	b2414
ECK120000188	|EG10193|	cysM	b2421
ECK120000189	|EG10194|	cysN	b2751
ECK120000190	|EG10195|	cysP	b2425
ECK120000191	|EG10196|	cysS	b0526
ECK120000192	|EG10197|	cysU	b2424
ECK120000193	|EG10198|	cysW	b2423
ECK120000194	|EG10200|	cytR	b3934
