,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism
136,42C,2,163,1,1,1.0,NC_000913,703652,SNP,intergenic (‑41/‑292),A→G,nagB/nagE,False,Escherichia coli
155,42C,2,163,1,1,1.0,NC_000913,3346530,SNP,intergenic (+70/‑48),C→A,hpf/ptsN,False,Escherichia coli
110,42C,3,120,1,1,1.0,NC_000913,1755639,SNP,intergenic (‑498/‑59),G→A,ydhZ/pykF,False,Escherichia coli
115,42C,3,120,1,1,1.0,NC_000913,2731312,SNP,intergenic (‑155/+288),G→A,rrsG/clpB,False,Escherichia coli
77,42C,4,161,1,1,1.0,NC_000913,1115627,SNP,intergenic (‑137/+35),C→T,mdtG/lpxL,False,Escherichia coli
80,42C,4,161,1,1,1.0,NC_000913,2810760,SNP,intergenic (+81/‑10),T→C,ygaH/mprA,False,Escherichia coli
80,42C,5,125,1,1,1.0,NC_000913,2810760,SNP,intergenic (+81/‑10),T→C,ygaH/mprA,False,Escherichia coli
24,42C,6,164,1,1,1.0,NC_000913,720946,SNP,intergenic (+106/+110),C→T,ybfK/kdpE,False,Escherichia coli
55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli
28,42C,6,164,1,1,1.0,NC_000913,1264999,SNP,intergenic (+29/‑13),T→A,hemA/prfA,False,Escherichia coli
29,42C,6,164,1,1,1.0,NC_000913,1292944,SNP,intergenic (‑22/‑583),T→C,hns/tdk,False,Escherichia coli
32,42C,6,164,1,1,1.0,NC_000913,1434459,SNP,intergenic (‑235/+499),C→T,ynaE/ttcC,False,Escherichia coli
47,42C,6,164,1,1,1.0,NC_000913,2644342,SNP,intergenic (‑59/+91),G→A,rlmN/ndk,False,Escherichia coli
10,42C,6,164,1,1,1.0,NC_000913,2810756,SNP,intergenic (+77/‑14),G→A,ygaH/mprA,False,Escherichia coli
50,42C,6,164,1,1,1.0,NC_000913,2887352,SNP,intergenic (‑133/+226),T→A,ygcB/cysH,False,Escherichia coli
52,42C,6,164,1,1,1.0,NC_000913,3267638,SNP,intergenic (+40/‑216),T→C,tdcR/yhaB,False,Escherichia coli
53,42C,6,164,1,1,1.0,NC_000913,3853909,SNP,intergenic (+267/‑13),A→G,tisB/emrD,False,Escherichia coli
59,42C,6,164,1,1,1.0,NC_000913,4572279,SNP,intergenic (+364/‑135),A→T,yjiS/yjiT,False,Escherichia coli
65,42C,8,164,1,1,1.0,NC_000913,36231,SNP,intergenic (‑69/+40),T→C,caiD/caiC,False,Escherichia coli
24,42C,8,164,1,1,1.0,NC_000913,720946,SNP,intergenic (+106/+110),C→T,ybfK/kdpE,False,Escherichia coli
147,42C,8,164,1,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli
29,42C,8,164,1,1,1.0,NC_000913,1292944,SNP,intergenic (‑22/‑583),T→C,hns/tdk,False,Escherichia coli
32,42C,8,164,1,1,1.0,NC_000913,1434459,SNP,intergenic (‑235/+499),C→T,ynaE/ttcC,False,Escherichia coli
91,42C,8,164,1,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli
10,42C,8,164,1,1,1.0,NC_000913,2810756,SNP,intergenic (+77/‑14),G→A,ygaH/mprA,False,Escherichia coli
50,42C,8,164,1,1,1.0,NC_000913,2887352,SNP,intergenic (‑133/+226),T→A,ygcB/cysH,False,Escherichia coli
86,42C,8,164,1,1,1.0,NC_000913,3648042,SNP,intergenic (‑254/‑486),T→C,dinQ/arsR,False,Escherichia coli
53,42C,8,164,1,1,1.0,NC_000913,3853909,SNP,intergenic (+267/‑13),A→G,tisB/emrD,False,Escherichia coli
2,42C,8,164,1,1,1.0,NC_000913,3950468,SNP,intergenic (+48/‑39),G→T,ilvL/ilvX,False,Escherichia coli
3,42C,8,164,1,1,1.0,NC_000913,4168540,SNP,intergenic (+93/‑101),T→A,gltT/rrlB,False,Escherichia coli
14,42C,10,153,1,1,1.0,NC_000913,2750720,SNP,intergenic (‑12/‑111),C→T,grpE/nadK,False,Escherichia coli
64,42C,10,153,1,1,1.0,NC_000913,2810759,SNP,intergenic (+80/‑11),G→A,ygaH/mprA,False,Escherichia coli
66,42C,10,153,1,1,1.0,NC_000913,4078996,SNP,intergenic (+558/‑301),G→T,yiiD/yiiE,False,Escherichia coli
22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli
4,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,69,1,1,1.0,NC_000913,3950469,SNP,intergenic (+49/‑38),T→G,ilvL/ilvX,False,Escherichia coli
0,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,4133781,SNP,intergenic (+275/‑54),C→T,metF/katG,False,Escherichia coli
4,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,12,111,0,1,0.54,NC_000913,3950469,SNP,intergenic (+49/‑38),T→G,ilvL/ilvX,False,Escherichia coli
0,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_LowMg-NC_000913_3gb,30,109,1,1,1.0,NC_000913,2498576,SNP,intergenic (‑281/‑95),C→A,alaC/ypdA,False,Escherichia coli
4,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_MES-NC_000913_3gb,32,53,1,1,1.0,NC_000913,3950469,SNP,intergenic (+49/‑38),T→G,ilvL/ilvX,False,Escherichia coli
4,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_MES-NC_000913_3gb,34,47,1,1,1.0,NC_000913,3950469,SNP,intergenic (+49/‑38),T→G,ilvL/ilvX,False,Escherichia coli
4,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_MES-NC_000913_3gb,35,49,1,1,1.0,NC_000913,3950469,SNP,intergenic (+49/‑38),T→G,ilvL/ilvX,False,Escherichia coli
83,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,390143,SNP,intergenic (‑416/‑108),A→C,hemB/yaiT,False,Escherichia coli
65,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,508849,SNP,intergenic (+290/+26),A→C,ybaQ/copA,False,Escherichia coli
96,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,915061,SNP,intergenic (‑204/+291),A→C,ybjE/aqpZ,False,Escherichia coli
97,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,939401,SNP,intergenic (+64/‑27),A→C,rarA/serS,False,Escherichia coli
71,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,997733,SNP,intergenic (‑221/‑135),A→C,ssuE/elfA,False,Escherichia coli
101,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,1101686,SNP,intergenic (‑2/+25),A→C,csgG/csgF,False,Escherichia coli
93,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,0,1,0.21,NC_000913,1351228,SNP,intergenic (‑189/+179),G→C,fabI/ycjD,False,Escherichia coli
41,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,1492289,SNP,intergenic (+115/‑181),T→G,sokB/trg,False,Escherichia coli
5,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,1961811,SNP,intergenic (+16/‑161),A→C,argS/yecT,False,Escherichia coli
86,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,0,1,0.24,NC_000913,2177234,SNP,intergenic (‑30/+278),C→A,gatY/fbaB,False,Escherichia coli
68,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,2512759,SNP,intergenic (‑53/‑283),A→C,mntH/nupC,False,Escherichia coli
36,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,3149505,SNP,intergenic (‑34/‑157),T→G,yqhA/yghA,False,Escherichia coli
107,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,3452930,SNP,intergenic (‑4/+29),T→G,rplC/rpsJ,False,Escherichia coli
112,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,3618994,SNP,intergenic (+5/‑198),A→C,nikR/rhsB,False,Escherichia coli
11,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,4281734,SNP,intergenic (+105/+49),A→C,yjcE/yjcF,False,Escherichia coli
28,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,28,127,0,1,0.23,NC_000913,696534,SNP,intergenic (‑30/+8),G→T,glnX/glnV,False,Escherichia coli
