,b2306,b2307,b2308,b2818,b3172,b3359,b3957,b3958,b3959,b3960
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.41118028118141675,0.3696781067018251,0.5676593931902074,1.5300688004548517,2.4583813136016612,1.0421854373789357,1.1497953696747112,1.6383308749449126,1.5431187744921628,1.4635549474148954
KeqOpening,3.7523556413287227,3.3723384605429443,5.187755958061486,14.10702624873473,22.861414803549554,9.565821825792154,10.563955973736936,15.120265242543812,14.229055549761894,13.485515856609377
KdRNAPCrp,0.0004429687500000001,0.0004558212890624998,0.0006119614462852486,1.0101010101010101e-05,1.0101010101010101e-05,8.875811004638673e-06,1.0101010101010101e-05,1.0101010101010101e-05,9.363244628906257e-06,1.0101010101010101e-05
