"gene","iM","Val"
"b1948","FlhDC-1",-5
"b1948","FlhDC-2",-9.23065888806223
"b1947","FlhDC-1",-5
"b1947","FlhDC-2",-9.37436047572304
"b1072","FlhDC-1",-3
"b1072","FlhDC-2",-9.37168801474921
"b1946","FlhDC-1",-8
"b1946","FlhDC-2",-9.62414136733161
"b1937","FlhDC-1",-8
"b1937","FlhDC-2",-9.21920517994638
"b1904","FlhDC-1",-10
"b1904","FlhDC-2",-9.31160980006953
"b1081","FlhDC-1",-8
"b1081","FlhDC-2",-9.18508772151523
"b1880","FlhDC-1",-9
"b1880","FlhDC-2",-9.03479586160396
"b1939","FlhDC-1",-8
"b1939","FlhDC-2",-9.50793124829584
"b1940","FlhDC-1",-10
"b1940","FlhDC-2",-9.54998894391065
"b1879","FlhDC-1",-7
"b1879","FlhDC-2",-8.8171513598672
"b1878","FlhDC-1",-6
"b1878","FlhDC-2",-8.82689796125257
"b1080","FlhDC-1",-8
"b1080","FlhDC-2",-9.32202628166111
"b1949","FlhDC-1",-5
"b1949","FlhDC-2",-9.08382988978561
"b1950","FlhDC-1",-10
"b1950","FlhDC-2",-8.79235784470944
