,b1072,b1080,b1081,b1878,b1879,b1880,b1904,b1937,b1939,b1940,b1946,b1947,b1948,b1949,b1950
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.24530148724990644,0.21871878448617452,0.20489350796689398,0.12540361506183367,0.1420361783809442,0.14782662594638737,0.20072951481275728,0.26479899835081705,0.24981748155692374,0.21044380913558244,0.2727747197729928,0.17376678448599148,0.15600656966920395,0.15817588967034593,0.10997260504160974
KeqOpening,2.235196054984007,1.9924913583893447,1.8663105940001943,1.1414365026402373,1.293023348358614,1.3458074363744466,1.8283128126373909,2.4132864048310694,2.276439540703504,1.9169633607295484,2.486154901902312,1.5823388665511835,1.4203829728800064,1.4401622570962955,1.000841442209671
KdRNAPCrp,6.554687500000007e-05,5.0625000000000675e-05,4.248046875000071e-05,2.232421875000075e-05,3.3164062500000715e-05,3.550781250000072e-05,2.5195312500000745e-05,4.3125000000000696e-05,5.742187500000066e-05,8.00390625000006e-05,5.583984375000066e-05,5.478515625000066e-05,4.0703125000000076e-05,5.220703125000067e-05,2.6660156250000743e-05
