ECK120011191,NC_002695.1,99.045,942,9,0,1,942,5492180,5491239,0.0,1690
ECK120011203,NC_002695.1,98.997,997,10,0,1,997,3797160,3798156,0.0,1786
ECK120011329,NC_002695.1,99.055,1164,11,0,1,1164,3133036,3131873,0.0,2089
ECK120011490,NC_002695.1,96.623,1599,54,0,1,1599,4271215,4272813,0.0,2654
ECK120011629,NC_002695.1,99.879,825,1,0,1,825,1063342,1064166,0.0,1519
ECK120011939,NC_002695.1,97.664,1584,37,0,1,1584,3556281,3554698,0.0,2721
ECK120012348,NC_002695.1,99.118,1134,10,0,1,1134,5196302,5195169,0.0,2039
ECK120013165,NC_002695.1,98.238,1305,22,1,9,1313,88614,89917,0.0,2281
ECK120013176,NC_002695.1,98.908,1007,11,0,1,1007,3701351,3702357,0.0,1799
ECK120013666,NC_002695.1,98.643,958,13,0,1,958,2989985,2990942,0.0,1698
ECK120013781,NC_002695.1,100.000,64,0,0,1034,1097,3249903,3249840,8.08e-27,119
ECK120013781,NC_002695.1,100.000,54,0,0,1044,1097,865707,865654,2.93e-21,100
ECK120013781,NC_002695.1,94.118,51,3,0,1078,1128,865549,865499,1.37e-14,78.7
ECK120014360,NC_002695.1,97.850,6373,137,0,1,6373,2431839,2425467,0.0,11010
ECK120014361,NC_002695.1,99.884,863,1,0,1,863,195204,196066,0.0,1589
ECK120014362,NC_002695.1,99.299,3854,27,0,174,4027,3524758,3528611,0.0,6968
ECK120014365,NC_002695.1,99.347,919,6,0,1,919,4197431,4196513,0.0,1664
ECK120014366,NC_002695.1,98.276,696,12,0,1,696,1047122,1046427,0.0,1219
ECK120014367,NC_002695.1,98.836,4122,48,0,1,4122,1071887,1076008,0.0,7347
ECK120014367,NC_002695.1,74.732,1492,344,24,2081,3554,2262228,2263704,0.0,636
ECK120014368,NC_002695.1,98.551,2967,43,0,1,2967,939146,942112,0.0,5241
ECK120014369,NC_002695.1,99.643,2240,8,0,1,2240,1516158,1518397,0.0,4093
ECK120014371,NC_002695.1,97.885,2222,47,0,1,2222,212942,215163,0.0,3843
ECK120014379,NC_002695.1,98.510,3893,58,0,1,3893,4670273,4666381,0.0,6868
ECK120014380,NC_002695.1,99.427,524,3,0,1,524,4374220,4373697,0.0,952
ECK120014381,NC_002695.1,99.131,1496,13,0,1,1496,2441731,2443226,0.0,2691
ECK120014382,NC_002695.1,99.428,699,4,0,1,699,5229848,5230546,0.0,1269
ECK120014383,NC_002695.1,98.785,494,6,0,1,494,5230980,5231473,0.0,880
ECK120014384,NC_002695.1,99.076,866,8,0,1,866,5303657,5304522,0.0,1555
ECK120014387,NC_002695.1,98.364,978,16,0,1,978,2730412,2729435,0.0,1718
ECK120014389,NC_002695.1,98.180,1264,23,0,1,1264,2141367,2142630,0.0,2207
ECK120014391,NC_002695.1,99.280,4168,30,0,1,4168,2644057,2648224,0.0,7531
ECK120014392,NC_002695.1,99.931,1452,1,0,1,1452,4425750,4424299,0.0,2676
ECK120014393,NC_002695.1,98.093,1416,17,1,1,1406,3168051,3166636,0.0,2457
ECK120014395,NC_002695.1,91.137,598,52,1,1,598,2626206,2625610,0.0,809
ECK120014395,NC_002695.1,93.050,259,16,2,1310,1567,2624636,2624379,1.54e-104,377
ECK120014396,NC_002695.1,97.564,1724,31,3,204,1917,5449949,5451671,0.0,2940
ECK120014396,NC_002695.1,77.396,699,154,4,1085,1781,2573804,2573108,5.19e-115,412
ECK120014396,NC_002695.1,98.507,67,1,0,1,67,5449060,5449126,1.27e-26,119
ECK120014397,NC_002695.1,98.304,1828,31,0,1,1828,2009792,2011619,0.0,3205
ECK120014398,NC_002695.1,97.933,1548,32,0,1,1548,1490105,1488558,0.0,2682
ECK120014400,NC_002695.1,98.646,1625,22,0,1,1625,3958711,3957087,0.0,2880
ECK120014400,NC_002695.1,83.607,122,20,0,1185,1306,2571816,2571695,1.39e-25,115
ECK120014402,NC_002695.1,98.555,623,9,0,1,623,1687397,1686775,0.0,1101
ECK120014402,NC_002695.1,97.917,144,3,0,621,764,1685464,1685321,1.69e-66,250
ECK120014404,NC_002695.1,99.653,576,2,0,1,576,4467315,4467890,0.0,1053
ECK120014405,NC_002695.1,97.820,4678,102,0,1,4678,4108938,4104261,0.0,8074
ECK120014406,NC_002695.1,97.729,1849,40,2,1,1848,737785,735938,0.0,3181
ECK120014407,NC_002695.1,96.641,893,14,8,1,893,2334949,2335825,0.0,1469
ECK120014408,NC_002695.1,99.358,467,3,0,1,467,2271056,2271522,0.0,846
ECK120014409,NC_002695.1,98.513,538,8,0,1,538,5223054,5223591,0.0,950
ECK120014410,NC_002695.1,99.604,757,3,0,1,757,1839975,1839219,0.0,1382
ECK120014411,NC_002695.1,99.231,520,4,0,1,520,2077780,2078299,0.0,939
ECK120014412,NC_002695.1,99.451,1822,10,0,1,1822,1704424,1702603,0.0,3310
ECK120014413,NC_002695.1,99.336,1355,9,0,1,1355,3827992,3829346,0.0,2453
ECK120014415,NC_002695.1,97.852,4749,96,1,1660,6408,679644,684386,0.0,8200
ECK120014415,NC_002695.1,97.585,1532,37,0,1,1532,678110,679641,0.0,2625
ECK120014415,NC_002695.1,100.000,128,0,0,1529,1656,887193,887320,1.13e-61,237
ECK120014415,NC_002695.1,99.219,128,1,0,1531,1658,3808747,3808874,5.26e-60,231
ECK120014415,NC_002695.1,97.619,126,3,0,1531,1656,291352,291227,1.47e-55,217
ECK120014415,NC_002695.1,94.488,127,7,0,1530,1656,4620665,4620539,1.92e-49,196
ECK120014415,NC_002695.1,97.590,83,2,0,1531,1613,152326,152408,2.53e-33,143
ECK120014415,NC_002695.1,97.297,37,1,0,1531,1567,2883084,2883048,2.03e-09,63.9
ECK120014416,NC_002695.1,96.478,2186,77,0,1,2186,678189,676004,0.0,3611
ECK120014417,NC_002695.1,97.945,730,14,1,1,729,3075327,3074598,0.0,1264
ECK120014418,NC_002695.1,98.447,2704,38,4,1,2702,3382919,3380218,0.0,4758
ECK120014419,NC_002695.1,98.298,1704,18,3,1,1704,4109780,4111472,0.0,2976
ECK120014423,NC_002695.1,99.040,1042,10,0,1,1042,5469006,5470047,0.0,1869
ECK120014425,NC_002695.1,99.398,498,3,0,1,498,5093512,5094009,0.0,904
ECK120014426,NC_002695.1,99.269,684,5,0,1,684,145656,146339,0.0,1236
ECK120014427,NC_002695.1,98.112,2542,48,0,1,2542,145714,143173,0.0,4429
ECK120014428,NC_002695.1,98.177,3511,64,0,1,3511,1533153,1529643,0.0,6130
ECK120014429,NC_002695.1,99.237,2622,20,0,1,2622,1016099,1018720,0.0,4732
