,b2058,b2060,b2061,b2062,b4028,b4029
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,10.0,0.1,0.1,10.0,10.0,0.1
KeqOpening,0.0010667502616701064,0.11710875551994372,0.09354848163977036,0.0009625107348265811,0.0010649677480162306,0.14563183027205032
KdRNAPCrp,1.5795898437501474e-06,1.328125000000147e-06,1.0409317016603013e-06,4.835815429688203e-07,2.2753906250001457e-06,6.782226562500796e-06
