,b2253,b2254,b2255,b2256,b2257,b4114,b4544
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,10.0,0.1,0.1,0.1,0.1,10.0
KeqOpening,0.15273375307521292,0.0014040666266880667,0.10822137923886523,0.09701594310110993,0.09326915860310964,0.0986585644581809,0.001033826750207175
KdRNAPCrp,1.5209960937501468e-06,3.989257812500142e-06,2.304687500000146e-06,4.5483398437508e-06,2.6660156250000743e-05,9.03808593750079e-06,3.3740234375001446e-06
