locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
new_1_148,No COG category,essential,well-annotated,8.988816503,7.9534,8.48845,"Spo0A,SigA"
new_24_297_c,No COG category,essential,well-annotated,9.620023015,9.3678,9.4344,unknown
new_150_409,No COG category,essential,well-annotated,13.76941627,14.7974,14.01065,"Spo0A,SigA"
new_299_1067_c,No COG category,essential,well-annotated,8.301922616,7.3314,7.814025,unknown
BSU_00010,"Replication, recombination and repair",essential,well-annotated,12.81917319,13.8058,13.0993,"Spo0A,SigA"
new_1751_1938,No COG category,essential,well-annotated,12.82509668,13.475,12.9925,"Spo0A,SigA"
BSU_00020,"Replication, recombination and repair",essential,well-annotated,12.38732015,13.343,12.569275,"Spo0A,SigA"
BSU_00030,Function unknown,essential,well-annotated,12.60976264,13.7531,12.855725,SigA
BSU_00040,"Replication, recombination and repair",essential,well-annotated,13.23995268,13.9198,13.3503,SigA
BSU_00050,Function unknown,essential,well-annotated,13.32174162,13.9422,13.41635,SigA
BSU_00060,"Replication, recombination and repair",essential,well-annotated,13.05752967,13.8203,13.161525,SigA
new_6784_6993,No COG category,essential,well-annotated,12.60803085,13.4636,12.6873,SigA
BSU_00070,"Replication, recombination and repair",essential,well-annotated,13.30770903,14.0605,13.437375,SigA
new_9529_9614,No COG category,essential,well-annotated,13.8193642,15.6494,14.237075,unknown
new_14811_15868,No COG category,essential,well-annotated,9.23933455,9.2979,9.186025,unknown
BSU_00080,Function unknown,essential,well-annotated,7.901056551,7.3134,7.55,unknown
BSU_00090,Nucleotide transport and metabolism,essential,well-annotated,14.2256656,15.1549,14.4569,CodY
new_17238_17833_c,No COG category,essential,well-annotated,8.445556013,8.2154,8.1242,unknown
new_17453_17533,No COG category,essential,well-annotated,12.9827357,14.4869,13.499075,unknown
BSU_00100,Cell wall/membrane/envelope biogenesis,essential,well-annotated,13.10092099,14.2466,13.48195,unknown
new_18866_18974,No COG category,essential,well-annotated,12.62460499,13.6022,12.859325,unknown
new_18976_19061,No COG category,essential,well-annotated,13.72074921,15.2371,13.904775,Spo0A
BSU_00110,Coenzyme transport and metabolism,essential,well-annotated,14.01682169,15.4216,14.246875,Spo0A
new_19194_19923_c,No COG category,essential,well-annotated,7.781840793,6.9677,7.44125,unknown
BSU_00120,Coenzyme transport and metabolism,essential,well-annotated,14.2181414,15.4268,14.42935,Spo0A
BSU__misc_RNA_1,No COG category,essential,well-annotated,14.10902332,14.8383,14.201325,Spo0A
