,b1101,b1817,b1818,b1819
RNAP,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001
kEscape,1.0428390715459808,0.7243183325150033,0.7507976806375702,10.0
KeqOpening,9.571878652721903,6.628920065172563,6.8729214514364285,0.12713381439753005
KdRNAPCrp,0.0004072187500000007,0.0002437500000000002,8.824218750000057e-05,8.562500000000003e-05
