,b2167,b2168,b2169,b2925,b2926,b2927,b3916
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.21303253377369546,0.22353962218661452,0.2361657719728099,0.38996796358044117,0.4095939569737623,0.295727947689672,0.33438543635245627
KeqOpening,1.940590146625077,2.0364977269870637,2.1517721405400816,3.5580878457353617,3.7378250817114442,2.6959212980013856,3.049405072065821
KdRNAPCrp,9.448242187500782e-06,1.3623046875000775e-05,7.3681640625007925e-06,1.9804687500000762e-05,2.874023437500074e-05,4.0898437500000705e-05,1.1103515625000784e-05
