,b0585,b0588,b0589,b0590,b0591,b0592,b4511
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1335514221049692,0.1823272383357111,0.13075172050609682,0.18867752284551145,0.18479781757356348,0.20769661130029862,0.1278990642819619
KeqOpening,1.215688741938211,1.6604205764962323,1.190173382780218,1.7183507223071905,1.6829575137761303,1.8918914382586132,1.1641767526209161
KdRNAPCrp,3.1640625000000717e-05,0.00025710937500000007,0.0001591406250000004,0.00025382812500000015,2.838867187500074e-05,2.876953125000074e-05,2.1386718750000755e-05
