,b1101,b1817,b1818,b1819
RNAP,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001
kEscape,1.0412759724283291,0.6913634227315746,0.7507976806375702,0.7254320686565293
KeqOpening,9.557394492688584,6.3254127626894565,6.8729214514364285,6.639180519378225
KdRNAPCrp,0.00041343750000000007,6.503906250000064e-05,8.824218750000057e-05,9.105468750000053e-05
