,b0841,b1130,b1608,b1609
RNAP,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001
kEscape,0.10129840040987981,0.18801344147803078,0.1,0.1
KeqOpening,0.9218263246360675,1.7122923605725398,0.8974920803096228,0.4920488627439432
KdRNAPCrp,2.548828125000074e-05,4.10156250000007e-05,7.4267578125007935e-06,1.3505859375000778e-05
