,b0522,b0523,b1131,b2312,b2499,b2500,b2551,b2557,b4005,b4006
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.11001318430302909,0.1170253940007036,0.836059620482231,0.20085774668764528,0.10521948659778568,0.2203580110552235,1.5128549080738647,0.12040032053083606,0.15131697343002065,0.789345173338347
KeqOpening,1.001211116352422,1.06509593702437,7.659395013540944,1.8294829269085862,0.9575427633273045,2.0074543843933492,13.94610533042311,1.0958461496733882,1.3776271459918004,7.228339449293701
KdRNAPCrp,0.0006197730674743663,9.286447906494143e-06,0.0006649058818817145,9.516907882690432e-06,1.0101010101010101e-05,0.0006664673566818234,0.0003895312499999999,9.941355514526372e-06,0.00043000262546539326,8.658536911010747e-06
