,b1310,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b1318,b1319
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.0,0.1
KeqOpening,0.10127782451808823,0.08618125201091853,0.09572302329971862,0.09939378067110899,0.1457923842354704,0.11392109383832401,0.12499871323989445,0.1007903796285423,0.0009333801557963442,0.0859498986882809
KdRNAPCrp,7.968749999999997e-10,2.5781250000000742e-05,2.2412109375000754e-05,1.9160156250000754e-05,7.946777343750788e-06,9.667968750000785e-06,5.3437500000000675e-05,4.130859375000801e-06,8.660507202149151e-07,4.057617187500802e-06
