Reference genome,ChIP-exo Start,ChIP-exo End,S/N ratio
NC_012971.2,113491,113503,6.187550607
NC_012971.2,149301,149313,3.038917004
NC_012971.2,170301,170313,62.24848178
NC_012971.2,179853,179865,2.491396761
NC_012971.2,192433,192445,5.844635628
NC_012971.2,260300,260312,5.876214575
NC_012971.2,314657,314669,2.855111336
NC_012971.2,416212,416224,2.300101215
NC_012971.2,426394,426406,2.036842105
NC_012971.2,459867,459879,10.81751012
NC_012971.2,466231,466243,12.82945344
NC_012971.2,527690,527702,2.080364372
NC_012971.2,532412,532424,4.287297571
NC_012971.2,573161,573173,142.3833502
NC_012971.2,582706,582718,91.51376518
NC_012971.2,585209,585221,97.4416498
NC_012971.2,585322,585334,107.5789474
NC_012971.2,636132,636144,29.54934211
NC_012971.2,705140,705152,2.700101215
NC_012971.2,715585,715597,3.583299595
NC_012971.2,746049,746061,19.82408907
NC_012971.2,825653,825665,48.32368421
NC_012971.2,948010,948022,4.548987854
NC_012971.2,990791,990803,2.188765182
NC_012971.2,1085575,1085587,26.0007085
NC_012971.2,1093881,1093893,14.22712551
NC_012971.2,1164217,1164229,447.9981275
NC_012971.2,1203836,1203848,1.337398785
NC_012971.2,1205758,1205770,4.447874494
NC_012971.2,1211284,1211296,3.944281377
NC_012971.2,1233093,1233105,3.701467611
NC_012971.2,1296627,1296639,2.318977733
NC_012971.2,1321834,1321846,5.53395749
NC_012971.2,1331499,1331511,2.158299595
NC_012971.2,1417620,1417632,2.405060729
NC_012971.2,1457831,1457843,10.57828947
NC_012971.2,1471315,1471327,4.393623482
NC_012971.2,1477279,1477291,40.51852227
NC_012971.2,1509357,1509369,2.991548583
NC_012971.2,1534804,1534816,45.51082996
NC_012971.2,1558791,1558803,2.057388664
NC_012971.2,1602684,1602696,2.170394737
NC_012971.2,1619671,1619683,4.908653846
NC_012971.2,1656758,1656770,5.618066802
NC_012971.2,1699861,1699873,2.070445344
NC_012971.2,1708857,1708869,2.387702429
NC_012971.2,1733997,1734009,32.64301619
NC_012971.2,1736397,1736409,5.129504049
NC_012971.2,1834339,1834351,3.860172065
NC_012971.2,1845272,1845284,1.980668016
NC_012971.2,1850691,1850703,10.05096154
NC_012971.2,1862097,1862109,7.251265182
NC_012971.2,1887022,1887034,3.021963563
NC_012971.2,1932088,1932100,12.52925101
NC_012971.2,1933750,1933762,6.677783401
NC_012971.2,2077908,2077920,2.59402834
NC_012971.2,2091330,2091342,3.502884615
NC_012971.2,2128765,2128777,1.789524292
NC_012971.2,2141849,2141861,344.0919534
NC_012971.2,2173909,2173921,2.076265182
NC_012971.2,2202456,2202468,44.26351215
NC_012971.2,2259762,2259774,4.739524292
NC_012971.2,2325623,2325635,7.3798583
NC_012971.2,2390633,2390645,64.9152834
NC_012971.2,2493122,2493134,4.846204453
NC_012971.2,2618244,2618256,5.916548583
NC_012971.2,2640582,2640594,36.38340081
NC_012971.2,2673945,2673957,1.74402834
NC_012971.2,2739073,2739085,2.639625506
NC_012971.2,2756960,2756972,5.35465587
NC_012971.2,2796321,2796333,2.517560729
NC_012971.2,2846722,2846734,10.21766194
NC_012971.2,3013920,3013932,21.08375506
NC_012971.2,3019507,3019519,18.74362348
NC_012971.2,3082626,3082638,178.096002
NC_012971.2,3120516,3120528,2.564726721
NC_012971.2,3216812,3216824,5.423380567
NC_012971.2,3219457,3219469,2.228593117
NC_012971.2,3235299,3235311,4.126214575
NC_012971.2,3252210,3252222,2.826923077
NC_012971.2,3327277,3327289,2.687601215
NC_012971.2,3397162,3397174,2.948532389
NC_012971.2,3400407,3400419,24.76295547
NC_012971.2,3424487,3424499,3.094838057
NC_012971.2,3437968,3437980,2.352378543
NC_012971.2,3444165,3444177,352.3768725
NC_012971.2,3460188,3460200,2.627580972
NC_012971.2,3482712,3482724,4.946811741
NC_012971.2,3489816,3489828,3.466852227
NC_012971.2,3536638,3536650,2.395850202
NC_012971.2,3568154,3568166,1.845951417
NC_012971.2,3595629,3595641,6.677226721
NC_012971.2,3627014,3627026,4.72611336
NC_012971.2,3672021,3672033,2.746862348
NC_012971.2,3677727,3677739,3.676518219
NC_012971.2,3742198,3742210,5.983350202
NC_012971.2,3924253,3924265,2.272064777
NC_012971.2,3963238,3963250,4.13562753
NC_012971.2,3969178,3969190,2.690030364
NC_012971.2,3982233,3982245,4.187297571
NC_012971.2,3987436,3987448,3.108502024
NC_012971.2,4008630,4008642,70.44544534
NC_012971.2,4026451,4026463,3.308299595
NC_012971.2,4066713,4066725,2.125455466
NC_012971.2,4166578,4166590,2.457894737
NC_012971.2,4170871,4170883,3.240991903
NC_012971.2,4191043,4191055,3.751467611
NC_012971.2,4192760,4192772,2.781427126
NC_012971.2,4376752,4376764,3.626923077
NC_012971.2,4385657,4385669,2.22611336
NC_012971.2,4430133,4430145,7.713714575
NC_012971.2,4431674,4431686,34.73765182
NC_012971.2,4524064,4524076,416.4707996
