,b1310,b1318,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b1319
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
KeqOpening,0.10127782451808823,0.0933466326241456,0.08618125201091853,0.09572302329971862,0.09939378067110899,0.14579238423547033,0.11392109383832401,0.12499871323989445,0.1007903796285423,0.0859498986882809
KdRNAPCrp,7.968749999999997e-10,7.733917236328841e-07,4.6801757812508e-06,5.705566406250795e-06,1.9160156250000754e-05,7.946777343750788e-06,9.667968750000785e-06,8.408203125000789e-06,3.3984375000008043e-06,4.057617187500802e-06
