"gene","iM","Val"
"b0447","SoxS",-7.93932425047747
"b0950","SoxS",-7.13010451680739
"b0684","SoxS",-8.06517206970176
"b0951","SoxS",-8.02476267400563
"b0952","SoxS",-7.99229947470024
"b0462","SoxS",-8.55145673525863
"b3035","SoxS",-8.63522993118969
"b2159","SoxS",-7.5985378571624
"b0463","SoxS",-8.15775969186634
"b2895","SoxS",-8.07279277069129
"b1377","SoxS",-7.04293160302583
"b0167","SoxS",-7.93551612674135
"b3160","SoxS",-8.18820141331522
"b2237","SoxS",-7.64180407084964
"b1277","SoxS",-8.01749745370882
"b3924","SoxS",-7.20419255588676
