,b0399,b3724,b3725,b3726,b3727,b3728
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.11894298315872755,0.10951715587748007,0.1,0.1,0.1
KeqOpening,0.4633882791883948,1.0825675745565388,0.9966923519075688,0.48942337170312894,0.31732173156638294,0.8520942943951343
KdRNAPCrp,3.271484375000145e-06,5.405273437500797e-06,6.533203125000795e-06,2.5488281250001448e-06,4.7460937500007985e-06,6.340026855470155e-07
