,b0118,b0312,b0720,b1612,b1778,b2288,b2587,b3397,b3605
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.16645088156934928,0.11266210854360233,0.26224293677199906,0.14843113769190686,0.20732005648549565,0.5251992779889871,0.23358084270033516,0.17872392168538218,0.12448456048046824
KeqOpening,1.5156186058490928,1.0253432150839072,2.389935726361021,1.3513183155727808,1.8884549603181162,4.797859305267899,2.128170057206243,1.6275524811011695,1.133061705079953
KdRNAPCrp,3.427734375000804e-06,3.351562500000072e-05,4.584960937500801e-06,1.3212890625000778e-05,2.2558593750000748e-05,0.00010160156250000051,1.6523437500000763e-05,3.3046875000000713e-05,3.269531250000073e-05
